# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,
# Tue Nov 24 00:36:12 2020,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
# User preference: *,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
# COLUMN kepid:          KepID,,,,,,,,,,,,,,,,,,,
# COLUMN kepler_name:    Kepler Name,,,,,,,,,,,,,,,,,,,
# COLUMN koi_disposition: Exoplanet Archive Disposition,,,,,,,,,,,,,,,,,,,
# COLUMN koi_period:     Orbital Period [days],,,,,,,,,,,,,,,,,,,
# COLUMN koi_eccen:      Eccentricity,,,,,,,,,,,,,,,,,,,
# COLUMN koi_impact:     Impact Parameter,,,,,,,,,,,,,,,,,,,
# COLUMN koi_duration:   Transit Duration [hrs],,,,,,,,,,,,,,,,,,,
# COLUMN koi_depth:      Transit Depth [ppm],,,,,,,,,,,,,,,,,,,
# COLUMN koi_prad:       Planetary Radius [Earth radii],,,,,,,,,,,,,,,,,,,
# COLUMN koi_insol:      Insolation Flux [Earth flux],,,,,,,,,,,,,,,,,,,
# COLUMN koi_model_snr:  Transit Signal-to-Noise,,,,,,,,,,,,,,,,,,Confirmed,2358
# COLUMN koi_steff:      Stellar Effective Temperature [K],,,,,,,,,,,,,,,,,,Candidate,2366
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,,,,,,,,,,,False Positive,4840
# COLUMN koi_smet:       Stellar Metallicity [dex],,,,,,,,,,,,,,,,,,,
# COLUMN koi_srad:       Stellar Radius [Solar radii],,,,,,,,,,,,,,,,,,,9564
# COLUMN koi_smass:      Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,
# COLUMN koi_sage:       Stellar Age [Gyr],,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
kepid,kepler_name,koi_disposition,koi_period,koi_eccen,koi_impact,koi_duration,koi_depth,koi_prad,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,,,
8574270,,FALSE POSITIVE,15.12021253,0,1.199,3.50007,2.46E+04,33.11,31.61,928.2,5232,4.554,-0.52,0.725,0.686,,,,
8581658,,FALSE POSITIVE,3.481657589,0,0.245,4.75315,3.47E+05,78.24,1151.7,7428.7,6225,4.191,-0.48,1.291,0.943,,,,
8590527,,FALSE POSITIVE,0.739769962,0,1.212,1.95901,2.07E+04,82.29,19590.61,726.2,6465,3.947,-0.52,1.847,1.101,,,,
8604993,,FALSE POSITIVE,6.570421193,0,0.939,4.4698,6.01E+04,33.99,189.25,712.6,5812,4.484,-0.22,0.908,0.916,,,,
8608490,,FALSE POSITIVE,0.541405029,0,0.641,2.7481,3.28E+05,125.64,12266.51,541.2,5096,3.889,-0.1,1.782,0.898,,,,
9579789,,FALSE POSITIVE,2.17814186,0,0.012,1.988,1.28E+02,0.92,447.79,11.2,5101,4.506,0.14,0.84,0.824,,,,
9581498,,FALSE POSITIVE,10.54884842,,,1.17,,,,,,,,,,,,,
9588862,,CANDIDATE,5.89773974,0,0.1566,2.243,7.79E+01,1,414.11,8.1,6300,4.371,-0.1,1.126,1.082,,,,
9592855,,FALSE POSITIVE,0.609662423,0,0.799,4.24033,1.41E+05,110.14,51214.99,3250.1,7498,3.964,-0.06,2.274,1.735,,,,
9596064,,CANDIDATE,1.74145041,0,0.33,1.712,3.71E+02,1.46,547.5,10.9,5238,4.598,-0.1,0.764,0.854,,,,
9596187,,FALSE POSITIVE,0.953299962,0,1.267,1.69478,2.24E+03,35.67,3850.25,298,6183,4.407,-0.36,1.02,0.969,,,,
9596892,,CANDIDATE,20.2944118,0,8.7053,0.357,4.54E+02,774.73,41.69,5.6,5865,4.518,-0.04,0.918,1.012,,,,
9597095,,FALSE POSITIVE,2.745640575,0,1.117,3.04508,4.53E+04,47.22,673.9,918,5780,4.438,0,1,1,,,,
10450504,,CANDIDATE,17.9908273,0,0.129,1.436,6.60E+02,1.88,20.29,10.9,4918,4.546,-0.1,0.752,0.727,,,,
10454401,,FALSE POSITIVE,12.18072127,0,0.479,4.15602,4.15E+05,63.25,71.88,1809.8,5750,4.538,-0.04,0.882,0.98,,,,
10462826,,FALSE POSITIVE,50.4670244,0,0.973,8.96181,1.03E+05,52.88,17.63,1435.1,6137,4.448,-0.12,1.012,1.043,,,,
10464199,,CANDIDATE,198.11309,0,0.1542,15.59,5.33E+01,1.09,5.96,8.3,6163,4.144,-0.04,1.486,1.122,,,,
10468514,,FALSE POSITIVE,0.84986054,0,1.26,1.3875,6.57E+03,67.45,6185.9,100.1,5164,3.949,-0.02,1.676,0.91,,,,
10471113,,FALSE POSITIVE,0.933728196,0,0.015,3.441,6.77E+01,0.85,3826.49,13.3,6170,4.43,-0.14,1.032,1.04,,,,
10481054,,FALSE POSITIVE,2.03742712,0,0.791,3.939,3.60E+01,0.9,2550.21,11.4,6356,4.215,-0.16,1.358,1.101,,,,
10486425,,FALSE POSITIVE,5.274819905,0,0.99,4.6688,1.09E+05,100.89,1733.91,902.5,7247,4.111,0.04,1.834,1.584,,,,
11560447,,FALSE POSITIVE,0.527678272,0,0.385,2.33166,2.48E+05,75.31,9989.53,706.1,5321,4.069,0.16,1.475,0.931,,,,
11601357,,FALSE POSITIVE,3.55027051,0,0.022,1.879,2.13E+02,1.15,272.61,7.6,5497,4.581,-0.14,0.8,0.896,,,,
11602794,,CANDIDATE,5.70509519,0,0.469,1.58,2.84E+02,1.58,189.8,9.2,5455,4.448,0.04,0.927,0.88,,,,
11615481,,FALSE POSITIVE,65.4317194,0,0.885,12.2384,1.53E+05,59.22,13.58,1146.6,6201,4.431,-0.12,1.04,1.059,,,,
11616200,,FALSE POSITIVE,1.718649321,0,0.421,3.94095,1.91E+05,39.08,1194.16,833.4,6071,4.541,-0.42,0.865,0.947,,,,
11616631,,FALSE POSITIVE,7.2949175,0,1.132,41.04,1.83E+02,11.67,79.99,18.9,5289,4.614,-0.28,0.731,0.809,,,,
11616663,,FALSE POSITIVE,7.2935801,0,1.157,40.02,1.25E+02,17.41,173.44,26.6,5900,4.509,0.07,0.951,1.065,,,,
11618798,,FALSE POSITIVE,42.9261364,0,0.2964,2.578,3.78E+02,1.84,13.65,8.6,5628,4.503,0.32,0.953,1.054,,,,
2570505,,FALSE POSITIVE,1.89129338,0,0.373,5.677,3.38E+01,0.42,416.87,15.1,4986,4.558,-0.24,0.733,0.709,,,,
2570767,,FALSE POSITIVE,1.89124453,0,0.734,5.08,3.10E+01,1.19,5537.41,19.4,5850,3.72,-1.92,1.977,0.749,,,,
2571075,,FALSE POSITIVE,1.89134201,0,0.2376,4.674,1.29E+02,0.92,729.42,8.9,5658,4.567,-0.22,0.815,0.895,,,,
2576692,,FALSE POSITIVE,87.87826191,0,0.585,12.8138,3.39E+05,110.85,18.65,1974.6,5784,3.985,-0.32,1.642,0.951,,,,
2580872,,FALSE POSITIVE,15.92663277,0,0.672,7.42888,2.72E+05,57.95,47.68,2278.9,5496,4.471,0.06,0.917,0.907,,,,
2583777,,FALSE POSITIVE,0.958116585,0,1.275,2.3496,2.37E+03,49.16,6312.99,296,6032,4.147,-0.32,1.365,0.954,,,,
2693092,,FALSE POSITIVE,39.8415229,0,0.902,8.79024,1.44E+05,116.52,80.93,4421.6,6078,3.946,0.1,2.07,1.38,,,,
2708156,,FALSE POSITIVE,1.891268461,0,0.183,8.24958,6.42E+05,399.93,153163.32,4211.8,11287,3.642,0.07,4.662,3.471,,,,
2708172,,FALSE POSITIVE,1.89114441,0,1.088,8.724,4.99E+01,6.57,177.97,16.7,4267,4.637,-0.14,0.627,0.622,,,,
4375101,,FALSE POSITIVE,61.25964956,0,0.741,12.1777,2.33E+05,54.72,9.45,880.3,5912,4.532,-0.18,0.889,0.98,,,,
4380283,,FALSE POSITIVE,0.872359598,0,0.686,3.74512,2.67E+05,67.08,4703.58,1063.2,6240,4.391,-0.34,1.048,0.983,,,,
4384793,,FALSE POSITIVE,374.318792,0,0.8507,5.96,1.54E+06,243.21,0.79,10.3,5997,4.572,-0.5,0.815,0.904,,,,
4445630,,FALSE POSITIVE,5.627911313,0,0.464,7.08223,4.34E+05,81.61,438.81,2890.7,6280,4.361,-0.18,1.115,1.036,,,,
4446411,,FALSE POSITIVE,0.62927655,0,0.98,0.9698,8.40E+02,4.64,4624.3,30.9,5628,4.388,-0.18,0.976,0.85,,,,
4454219,,FALSE POSITIVE,1.22578134,0,0.985,2.235,9.94E+04,53.32,1973.12,86.8,5780,4.438,0,1,1,,,,
4456622,,FALSE POSITIVE,0.751408792,0,1.242,2.2974,1.75E+04,41.48,3241.36,267.3,5697,4.46,-0.26,0.903,0.857,,,,
4482738,,FALSE POSITIVE,0.866344816,0,0.318,1.9188,2.34E+02,6.85,38575.44,46.5,4936,3.055,-0.44,4.527,0.848,,,,
4484312,,FALSE POSITIVE,2.24294107,0,0.23,2.532,3.94E+01,0.75,1763.55,12.1,6082,4.195,-0.78,1.184,0.802,,,,
5174920,,FALSE POSITIVE,0.950487062,0,0.907,2.9283,1.15E+01,1.35,75637.15,15.4,8107,3.698,0.02,3.385,2.086,,,,
5181455,,FALSE POSITIVE,5.579631021,0,1.323,3.38646,1.18E+05,90.32,356.56,1268.7,6188,4.427,-0.22,1.022,1.013,,,,
5193386,,FALSE POSITIVE,21.37831102,0,0.257,21.7174,8.06E+04,97.23,300.32,852.2,4905,3.3,-0.24,3.484,0.883,,,,
5193439,,CANDIDATE,129.847318,0,0.004,13.057,1.98E+02,1.45,5.22,11.1,6133,4.427,-0.12,1.032,1.035,,,,
5196851,,FALSE POSITIVE,0.541396363,0,0.0783,2.384,1.81E+02,2.04,24909.05,20.4,7118,4.212,-0.32,1.489,1.322,,,,
5199978,,FALSE POSITIVE,0.550509602,0,0.386,1.1836,1.24E+02,5.02,56796.99,24,4891,3.169,-0.08,4.529,1.106,,,,
5211470,,FALSE POSITIVE,2.404293523,0,1.364,4.4649,8.15E+03,888.7,71976.93,471.2,4697,2.204,-0.42,17.032,1.691,,,,
5215508,,CANDIDATE,0.8867443,,,3.16,,,,,,,,,,,,,
6147573,,FALSE POSITIVE,25.83683127,0,0.899,6.32201,1.45E+05,50.72,28.08,3016.9,5691,4.477,-0.2,0.897,0.881,,,,
6152521,,FALSE POSITIVE,0.94895231,0,0.738,3.952,5.77E+01,2.51,33931.93,18.1,6661,3.666,-0.18,3.067,1.589,,,,
6185717,,FALSE POSITIVE,11.70220393,0,0.967,2.75173,2.90E+04,57.95,560.24,2184.7,6148,3.793,-0.76,2.133,1.03,,,,
6187508,,CANDIDATE,2.28494301,0,0.013,1.01,1.62E+02,1,458.39,10.6,5396,4.571,-0.16,0.789,0.845,,,,
6205460,,FALSE POSITIVE,3.722775537,0,0.626,14.3309,1.08E+05,90.36,2125.53,864.9,5425,3.678,-0.38,2.592,1.166,,,,
6206751,,FALSE POSITIVE,1.245342215,0,0.728,4.40308,2.34E+05,90.34,7120.27,1178.5,6967,4.25,0.02,1.476,1.414,,,,
6207053,,FALSE POSITIVE,0.604755462,0,0.039,1.3741,3.35E+02,1.29,1534.24,40.3,4842,4.616,0.12,0.726,0.815,,,,
6209225,,CANDIDATE,439.21978,0,0.2863,9.392,3.42E+02,1.81,1.18,10.3,6553,4.479,-0.64,0.962,1.017,,,,
6220470,,FALSE POSITIVE,8.144135648,0,0.222,8.88876,8.79E+04,56.52,1169.67,6113.7,7605,4.123,0.04,1.862,1.677,,,,
7031132,,FALSE POSITIVE,0.566795196,0,0.227,2.18,1.48E+01,0.35,4277.24,13.1,5680,4.516,0.07,0.908,0.988,,,,
7031732,,FALSE POSITIVE,0.566798827,0,0.25,3.662,3.49E+01,0.52,4154.8,21.9,5548,4.473,-0.14,0.889,0.856,,,,
7031767,,FALSE POSITIVE,0.56678012,0,0.492,3.257,2.76E+01,0.49,4352.1,13.5,5674,4.506,0.04,0.911,0.97,,,,
7031948,,FALSE POSITIVE,0.566800113,0,0.751,3.315,1.04E+02,0.58,455.05,18.1,3844,4.721,-0.1,0.526,0.531,,,,
7031992,,FALSE POSITIVE,0.56679293,0,0.18,3.814,1.01E+02,0.86,4264.42,22.1,5812,4.551,-0.2,0.853,0.947,,,,
7032117,,FALSE POSITIVE,0.566809491,0,0.484,3.156,6.95E+01,0.55,1790.3,21,4987,4.611,-0.62,0.654,0.637,,,,
7032174,,FALSE POSITIVE,0.566799218,0,0.6858,4.227,1.82E+01,0.79,23364.03,19.2,6108,3.893,-0.98,1.753,0.876,,,,
7032383,,FALSE POSITIVE,0.566797404,0,0.119,4.109,6.94E+01,0.64,2993.84,18.8,5313,4.51,-0.38,0.784,0.727,,,,
7939761,,CANDIDATE,22.2548897,0,0.239,13.454,8.38E+01,2.16,154.4,11.8,5349,3.76,-0.12,2.388,1.197,,,,
7943535,,FALSE POSITIVE,4.719336335,0,1.269,2.83787,1.24E+04,91.91,2078.32,632.4,6792,3.971,-0.2,2.058,1.444,,,,
7947631,,FALSE POSITIVE,1.258274109,0,1.244,1.92467,1.42E+04,25.98,502.19,669.1,4937,4.669,-1.02,0.587,0.585,,,,
7950775,,FALSE POSITIVE,8.966610607,0,1.101,4.01883,5.96E+04,56.94,274.04,2049.1,6480,4.351,-0.36,1.132,1.045,,,,
7955301,,FALSE POSITIVE,15.32763411,0,1.204,6.0662,1.77E+04,291.01,1108.58,117,4830,2.987,0.12,6.784,1.628,,,,
7960295,,FALSE POSITIVE,2.10413487,0,0.611,4.2269,3.21E+05,67.03,963.4,86.4,5780,4.438,0,1,1,,,,
7960547,,FALSE POSITIVE,6.767341062,0,0.724,4.49213,2.45E+05,52.84,178.98,3356.8,5926,4.513,-0.56,0.843,0.844,,,,
7967100,,FALSE POSITIVE,1.92730001,0,1.285,18.812,6.18E+03,45.99,1605.97,351.1,6057,4.352,-0.12,1.11,1.009,,,,
8610483,,FALSE POSITIVE,48.79936881,0,0.622,8.80873,3.25E+05,67.36,17.9,1151.6,6170,4.472,-0.16,0.992,1.063,,,,
8613446,,CANDIDATE,1.01485981,0,0.185,1.65,2.43E+02,1.61,3274.72,8.4,6158,4.453,-0.08,1.024,1.08,,,,
8618226,,FALSE POSITIVE,5.882036054,0,1.183,5.16326,2.39E+05,119.09,363.01,2168.4,5837,4.282,-0.02,1.187,0.983,,,,
8621026,,FALSE POSITIVE,4.059428737,0,0.216,5.26926,2.45E+05,67.38,1059.83,5461,6610,4.281,-0.12,1.33,1.236,,,,
8624860,,CANDIDATE,15.3902613,0,0.231,3.431,7.68E+01,4.39,1069.24,9.4,5649,3.282,-0.58,4.994,1.74,,,,
8625408,,CANDIDATE,279.036565,0,1.198,31.92,3.95E+02,30.25,2.58,31.7,6072,4.285,0.1,1.273,1.139,,,,
8686442,,CANDIDATE,26.8552365,0,0.825,2.185,1.94E+02,1.49,34.48,6.7,6045,4.494,-0.12,0.955,1.038,,,,
8690001,,FALSE POSITIVE,19.35954117,0,0.328,12.8464,3.87E+05,101.44,186.12,3590.2,6198,3.96,-1.18,1.567,0.817,,,,
8693536,,CANDIDATE,16.2347636,0,0.046,4.2,1.16E+02,1.28,124.25,10.7,6478,4.371,-0.04,1.188,1.209,,,,
9597854,,FALSE POSITIVE,1.287097944,0,0.382,1.94,1.06E+02,0.89,1678.58,12.3,5906,4.494,-0.58,0.852,0.826,,,,
9602431,,FALSE POSITIVE,3.5565617,0,0.262,6.691,6.80E+01,0.52,143.89,10,4964,4.628,-0.72,0.633,0.621,,,,
9602538,,FALSE POSITIVE,3.55646511,0,0.344,4.72,4.61E+01,0.56,317,7.8,5475,4.479,-0.46,0.818,0.734,,,,
9630640,,FALSE POSITIVE,3.661895766,0,2.959,35.6374,3.55E+04,374.78,2012.26,291.7,6793,4.101,-0.46,1.589,1.162,,,,
9635520,,CANDIDATE,2.3518268,0,1.23,5.797,5.77E+02,39.82,1313.37,24.5,5445,4.14,0.48,1.426,1.024,,,,
9635529,,FALSE POSITIVE,2.35195525,0,0.511,5.98883,2.13E+05,59.62,1876,1819.1,6550,4.324,-0.22,1.225,1.157,,,,
9637299,,FALSE POSITIVE,1.882438182,0,0.395,3.50695,3.44E+05,74.77,2589.75,2051.3,6322,4.211,-0.78,1.213,0.872,,,,
9639106,,CANDIDATE,3.57944367,0,0.3976,1.869,1.17E+02,0.87,253.89,8.5,5341,4.546,-0.14,0.801,0.824,,,,
9640123,,CANDIDATE,8.2553499,0,0.918,3.959,5.45E+01,3.28,1079.27,10,5403,3.559,0.26,3.6,1.714,,,,
10490960,,FALSE POSITIVE,5.682410334,0,0.761,5.33373,2.20E+05,72.9,401.43,2041.6,5897,4.278,-0.06,1.196,0.99,,,,
10491031,,FALSE POSITIVE,2.199069234,0,0.762,6.30646,2.25E+05,118.99,4632.97,5915.4,6613,4.014,-0.12,1.925,1.4,,,,
10535807,,FALSE POSITIVE,1.481655821,0,1.103,3.4913,5.91E+04,59.19,3314.58,554.4,6478,4.307,-0.46,1.174,1.018,,,,
10535858,,FALSE POSITIVE,0.93370968,0,0.848,3.356,6.22E+01,0.38,131.85,9.2,3615,4.839,-0.1,0.42,0.445,,,,
10546063,,CANDIDATE,10.6982275,0,0.032,3.198,2.46E+02,1.73,168.88,9.1,6277,4.417,-0.02,1.097,1.148,,,,
10547685,,FALSE POSITIVE,1.388509353,0,1.145,2.84811,3.76E+04,52.43,2679.88,454.6,6075,4.315,-0.28,1.13,0.962,,,,
10549576,,FALSE POSITIVE,9.089355023,0,0.647,6.4006,1.01E+05,68.91,1233.59,756.4,7675,4.051,-0.12,2.015,1.665,,,,
10552700,,FALSE POSITIVE,0.94808587,0,1.105,8.03,2.30E+02,37.72,30040.23,145.3,6875,3.798,0.2,2.856,1.868,,,,
11619964,,FALSE POSITIVE,10.36855269,0,0.978,4.37878,1.53E+05,61.14,120.48,3170.1,5855,4.418,-0.4,0.944,0.852,,,,
11650543,,CANDIDATE,7.20558084,0,0.5196,2.997,5.80E+01,1.33,582.45,8.7,6002,4.025,-0.06,1.693,1.107,,,,
11651105,,FALSE POSITIVE,13.8602646,0,1.204,74.26,4.81E+02,19.71,53.56,72.3,5667,4.535,-0.5,0.796,0.791,,,,
11662440,,FALSE POSITIVE,13.63948043,0,1.033,3.12422,8.11E+04,44,50.51,664.1,5461,4.517,-0.1,0.846,0.858,,,,
11671646,,CANDIDATE,392.50115,0,0.1835,9.88,3.91E+02,1.9,0.6,8.9,5128,4.388,0.46,0.988,0.87,,,,
11672354,,CANDIDATE,5.29655591,0,0.37,3.93,1.35E+02,1.3,421.14,9.3,6268,4.429,0.07,1.1,1.188,,,,
11704044,,FALSE POSITIVE,6.882686062,0,0.399,5.47323,3.74E+05,60.49,169.85,2842.2,5704,4.483,0.1,0.948,0.996,,,,
11706658,,FALSE POSITIVE,1.407937865,0,0.759,1.585,5.08E+04,19.09,457.02,137.3,4627,4.564,0.16,0.741,0.734,,,,
2708445,,FALSE POSITIVE,1.89117723,0,1.207,6.986,1.76E+02,164.49,36995.02,17.4,5086,2.66,-1.14,6.86,0.784,,,,
2708614,,FALSE POSITIVE,52.884577,0,1.272,7.892,1.20E+04,48.13,22.44,72.6,6483,4.42,-0.28,1.078,1.114,,,,
2711114,,FALSE POSITIVE,1.429439352,0,1.298,2.424,3.37E+03,54.36,4417.56,292,6491,4.223,-0.28,1.371,1.147,,,,
2716979,,CANDIDATE,8.8324193,0,0.185,2.252,7.41E+01,0.98,234.99,8.1,6060,4.29,-0.4,1.133,0.914,,,,
2720354,,FALSE POSITIVE,2.821328194,0,0.537,5.02692,6.48E+04,40,2520.03,1227.3,6701,4.121,-0.54,1.506,1.092,,,,
2834463,,CANDIDATE,5.88836941,0,0.249,1.05,1.20E+02,1.21,379.27,8.3,6243,4.39,-0.14,1.084,1.048,,,,
2852560,,FALSE POSITIVE,11.9613085,0,0.616,4.6414,3.11E+05,51.58,55.37,1907.8,5564,4.587,-0.26,0.785,0.878,,,,
2856960,,FALSE POSITIVE,204.280255,0,0.875,37.2,1.06E+04,8.99,0.73,35.1,4907,4.582,-0.12,0.727,0.737,,,,
4484356,,FALSE POSITIVE,0.572079631,0,0.793,2.27811,1.28E+05,29.45,2036.56,578.2,5233,4.625,-0.96,0.639,0.627,,,,
4489844,,FALSE POSITIVE,0.822314545,0,0.447,3.3374,3.27E+01,0.54,3227.02,3.8,5709,4.409,-0.34,0.938,0.824,,,,
4540632,,FALSE POSITIVE,31.00539285,0,0.305,3.073,5.60E+05,141.82,51.25,1236.1,5023,3.9,0.04,1.784,0.921,,,,
4544623,,FALSE POSITIVE,2.189097,0,1.246,5.768,3.00E+03,13.92,41.37,13.5,3624,4.848,-0.2,0.406,0.425,,,,
4565985,,FALSE POSITIVE,17.51191534,0,0.008,5.678,7.29E+02,52.64,6014.16,41,4029,1.786,0.3,20.888,0.972,,,,
4567118,,CANDIDATE,521.10826,0,0.3485,18.36,2.45E+02,1.5,0.68,8.7,5942,4.432,-0.4,0.947,0.884,,,,
4569590,,FALSE POSITIVE,41.3701638,0,0.653,29.254,6.91E+03,59.95,389.15,91.3,4764,2.777,-0.18,6.883,1.035,,,,
4574310,,FALSE POSITIVE,1.306220168,0,0.352,5.14519,4.81E+05,83.16,4556.14,2019.4,6600,4.238,-1.52,1.124,0.796,,,,
4575824,,FALSE POSITIVE,631.632,0,0.4544,16.13,2.95E+02,1.56,0.38,8.6,5689,4.493,-0.14,0.894,0.906,,,,
5216727,,FALSE POSITIVE,0.756511623,0,1.216,2.81832,4.16E+04,77.4,9947.96,845,6343,4.199,-0.14,1.417,1.157,,,,
5218014,,FALSE POSITIVE,10.84528655,0,1.307,4.3876,7.47E+03,319.52,1893.11,416.1,5096,3.094,0.07,7.023,2.233,,,,
5255552,,FALSE POSITIVE,32.45541269,0,0.726,7.3736,1.36E+05,23.48,5.55,180.9,4869,4.71,-1.42,0.543,0.552,,,,
5263167,,CANDIDATE,3.39401963,0,0.166,2.984,9.84E+01,1.03,689.16,10,6181,4.431,-0.16,1.029,1.036,,,,
5266937,,FALSE POSITIVE,5.917085496,0,0.095,23.7545,5.63E+05,75.86,241.42,1331.5,5661,4.383,-0.18,0.987,0.859,,,,
5269407,,FALSE POSITIVE,0.958871144,0,0.533,2.74361,2.32E+05,45.91,2174.51,1191.2,5530,4.425,-0.34,0.892,0.773,,,,
5271803,,FALSE POSITIVE,0.5402463,0,0.9411,13.93,1.15E+03,6.2,26335.17,1.6,7296,4.249,-0.08,1.498,1.45,,,,
5272571,,FALSE POSITIVE,1.288046428,0,0.219,3.637,3.23E+01,2.18,17822.99,20.3,5216,3.287,-0.66,3.871,1.058,,,,
6228703,,FALSE POSITIVE,4.200206781,0,1.07,5.21948,8.24E+04,105.07,2150.58,943.7,6873,4.051,0.04,1.923,1.518,,,,
6231401,,FALSE POSITIVE,6.091954982,0,0.953,3.60482,3.67E+04,26.96,272.7,1508.7,6063,4.424,-0.78,0.913,0.806,,,,
6265961,,CANDIDATE,5.52507406,0,0.152,2.565,6.15E+01,0.8,263.79,9.8,5600,4.378,0.1,1.037,0.936,,,,
6279823,,FALSE POSITIVE,485.52409,0,71.3346,11.04,4.15E+03,6149.09,0.31,10.8,5227,4.584,0.12,0.8,0.894,,,,
6283224,,FALSE POSITIVE,0.76647343,0,0.766,2.46345,2.00E+05,42.33,1654.36,545,5297,4.594,-0.42,0.722,0.746,,,,
6285094,,FALSE POSITIVE,5.2439783,0,0.82,10.1,9.35E+01,1.03,307.32,13.1,6029,4.481,-0.14,0.956,1.005,,,,
6285396,,FALSE POSITIVE,5.2436639,0,0.66,10.53,9.35E+01,0.88,296.41,10.4,6212,4.537,-0.6,0.862,0.932,,,,
6285397,,FALSE POSITIVE,5.2438269,0,0.228,8.235,1.29E+02,0.76,72.18,11.3,4634,4.597,-0.12,0.689,0.685,,,,
7032968,,FALSE POSITIVE,0.56678702,0,0.0063,3.074,7.50E+00,0.27,7279.54,11.2,6045,4.375,-0.54,0.999,0.863,,,,
7033713,,FALSE POSITIVE,2.19642864,0,0.004,4.933,9.95E+01,0.79,477.24,11.8,5376,4.576,-0.02,0.806,0.897,,,,
7033748,,FALSE POSITIVE,2.19635512,0,0.702,9.65516,2.67E+05,82.04,2448.43,2132,6438,4.182,-0.82,1.273,0.899,,,,
7049486,,FALSE POSITIVE,26.71841755,0,1.069,8.14155,7.30E+04,66.69,65.88,2173.1,5957,4.168,-0.42,1.286,0.888,,,,
7050754,,FALSE POSITIVE,0.615787196,0,0.7452,3.067,1.11E+02,3.5,53910.99,23.9,6315,3.603,-0.54,3.075,1.381,,,,
7090801,,FALSE POSITIVE,548.08441,0,0.1531,17.66,5.60E+02,2.35,0.58,7.4,5780,4.438,,1,1,,,,
7097571,,FALSE POSITIVE,2.213964145,0,0.634,6.7598,1.23E+05,57.06,3030.64,951.4,6256,4.037,-0.74,1.514,0.911,,,,
7103300,,CANDIDATE,3.226232203,0,0.145,0.4022,3.63E+01,1.01,1627.1,9.9,6534,4.203,-0.22,1.437,1.205,,,,
7970629,,FALSE POSITIVE,1.025534511,0,0.883,3.52048,1.11E+05,43.68,3066.26,3769,6267,4.487,-0.56,0.919,0.946,,,,
7970760,,FALSE POSITIVE,7.64941291,0,0.231,6.56935,2.36E+05,53.4,287.83,9054.7,6387,4.398,-0.28,1.076,1.051,,,,
7971389,,FALSE POSITIVE,13.17480793,0,1.065,3.37392,7.11E+04,51.06,102.2,1812.6,6067,4.433,-0.24,0.997,0.981,,,,
7976136,,FALSE POSITIVE,0.655094658,0,1.22,6.159,3.72E+02,26.41,5290.98,59.5,6063,4.476,0.07,1.012,1.117,,,,
7976435,,FALSE POSITIVE,3.33287187,,,7.13,,,,,,,,,,,,,
7985167,,FALSE POSITIVE,0.692239369,0,1.074,2.91121,6.30E+04,67.05,10725.15,469.2,6163,4.137,-0.52,1.358,0.922,,,,
7987749,,FALSE POSITIVE,17.03085756,0,1.047,4.24308,7.78E+04,73.8,115.15,1947.8,5575,4.066,-0.26,1.423,0.86,,,,
8007675,,CANDIDATE,2.352446342,0,0.755,1.6802,3.25E+01,1.24,5269.29,7.2,6749,3.941,-0.34,2.003,1.28,,,,
8700506,,FALSE POSITIVE,43.797829,0,0.489,7.70289,4.15E+05,93.43,47.15,1375.1,6860,4.326,-0.1,1.292,1.3,,,,
8701327,,FALSE POSITIVE,4.254417651,0,1.165,6.55436,2.95E+05,133.79,806.64,2074.5,6292,4.256,-0.36,1.235,1.002,,,,
8711548,,FALSE POSITIVE,18.77816216,0,0.357,8.1018,4.88E+05,127.57,238.5,3788.7,6794,4.102,-0.2,1.71,1.356,,,,
8713828,,FALSE POSITIVE,1.25451792,,,2.64,,,,,,,,,,,,,
8719897,,FALSE POSITIVE,1.575710265,0,0.83,6.83787,1.74E+05,246.75,11307.3,1975.1,5017,3.35,0.02,4.293,1.505,,,,
8736245,,FALSE POSITIVE,2.534740757,0,0.51,4.85013,3.64E+05,52.52,541.27,675.7,5810,4.56,-0.62,0.781,0.808,,,,
8738115,,FALSE POSITIVE,37.59406667,0,1.197,8.9943,2.86E+04,43.08,22.2,485.8,5941,4.426,-0.6,0.917,0.817,,,,
8739209,,FALSE POSITIVE,3.6972959,0,0.995,21.335,1.97E+01,1.07,1438.97,23.6,6313,4.12,0,1.594,1.22,,,,
8746310,,FALSE POSITIVE,6.855624762,0,0.877,3.02199,7.09E+04,33.93,224.32,1397.7,6109,4.476,-0.4,0.931,0.946,,,,
9640921,,FALSE POSITIVE,80.7060641,0,0.956,6.8899,1.19E+04,15.47,7.96,268.1,6053,4.494,-0.16,0.949,1.025,,,,
9640921,,FALSE POSITIVE,2.17814513,0,0.78,2.321,1.36E+02,1.22,981.63,13.8,6053,4.494,-0.16,0.949,1.025,,,,
